,time,mem_transfer_included,gpu_or_naive,sub_function,num_rows,num_cols
327,9.775161743164062e-06,True,naive,check_terminal_case,100,5
328,1.1205673217773438e-05,True,naive,check_terminal_case,100,250
329,12.446223735809326,True,naive,top_level,1000,100
330,0.021999835968017578,True,sklearn,top_level,10000,100
331,0.00023365020751953125,True,gpu,check_terminal_case,100,10000
332,0.23186912536621093,True,gpu,calculate_score,10000,100
333,0.23009280395507814,False,gpu,calculate_score,10000,100
334,0.003346656084060669,True,gpu,choose_best_score,10000,100
335,0.00021299199759960174,False,gpu,choose_best_score,10000,100
336,0.0014524799585342407,True,gpu,split_data,10000,100
337,6.652799993753434e-05,False,gpu,split_data,10000,100
338,0.00011706352233886719,True,gpu,check_terminal_case,100,5411
339,0.03434793472290039,True,gpu,calculate_score,5411,100
340,0.033123775482177736,False,gpu,calculate_score,5411,100
341,0.002271199941635132,True,gpu,choose_best_score,5411,100
342,0.0001433600038290024,False,gpu,choose_best_score,5411,100
343,0.0010713599920272828,True,gpu,split_data,5411,100
344,6.480000168085098e-05,False,gpu,split_data,5411,100
345,0.00012755393981933594,True,gpu,check_terminal_case,100,4589
346,0.02501215934753418,True,gpu,calculate_score,4589,100
347,0.02393449592590332,False,gpu,calculate_score,4589,100
348,0.0020570878982543945,True,gpu,choose_best_score,4589,100
349,0.0001422719955444336,False,gpu,choose_best_score,4589,100
350,0.0007742400169372559,True,gpu,split_data,4589,100
351,5.740800127387047e-05,False,gpu,split_data,4589,100
352,3.9577484130859375e-05,True,gpu,check_terminal_case,100,17
353,0.00048742398619651796,True,gpu,calculate_score,17,100
354,5.1104001700878144e-05,False,gpu,calculate_score,17,100
355,0.0006266559958457947,True,gpu,choose_best_score,17,100
356,0.00010860799998044968,False,gpu,choose_best_score,17,100
357,0.0003291839957237244,True,gpu,split_data,17,100
358,7.16800019145012e-05,False,gpu,split_data,17,100
359,9.965896606445312e-05,True,gpu,check_terminal_case,100,5394
360,3.719329833984375e-05,True,gpu,check_terminal_case,100,2417
361,3.0994415283203125e-05,True,gpu,check_terminal_case,100,2172
362,2.86102294921875e-05,True,gpu,check_terminal_case,100,2
363,9.775161743164062e-06,True,gpu,check_terminal_case,100,15
364,0.5630574226379395,True,gpu,top_level,10000,100
365,0.002087116241455078,True,sklearn,top_level,10,1000
366,2.193450927734375e-05,True,gpu,check_terminal_case,1000,10
367,0.0004612480103969574,True,gpu,calculate_score,10,1000
368,7.59039968252182e-05,False,gpu,calculate_score,10,1000
369,0.0006818240284919739,True,gpu,choose_best_score,10,1000
370,0.00010825599730014801,False,gpu,choose_best_score,10,1000
371,0.00035148799419403075,True,gpu,split_data,10,1000
372,4.6528000384569166e-05,False,gpu,split_data,10,1000
373,2.47955322265625e-05,True,gpu,check_terminal_case,1000,5
374,0.0004539839923381806,True,gpu,calculate_score,5,1000
375,7.37600028514862e-05,False,gpu,calculate_score,5,1000
376,0.0006179519891738892,True,gpu,choose_best_score,5,1000
377,0.00010649599879980087,False,gpu,choose_best_score,5,1000
378,0.00030252799391746523,True,gpu,split_data,5,1000
379,4.355200007557869e-05,False,gpu,split_data,5,1000
380,2.3365020751953125e-05,True,gpu,check_terminal_case,1000,5
381,1.049041748046875e-05,True,gpu,check_terminal_case,1000,3
382,9.298324584960938e-06,True,gpu,check_terminal_case,1000,2
383,0.007059335708618164,True,gpu,top_level,10,1000
384,0.002410411834716797,True,sklearn,top_level,100,1000
385,2.5272369384765625e-05,True,gpu,check_terminal_case,1000,100
386,0.0008271039724349976,True,gpu,calculate_score,100,1000
